Anos atividade,Região,Receitas,Ativos,Montante,BR,Prazo,# pmts pagas,Taxa ind.,Taxa med,target
9,7,4,3,10000,0,12,12.0,0.0305,0.04221195118296214,0
5,9,2,3,25000,1,48,0.0,0.0679,0.0679,0
6,8,2,3,18000,1,36,6.0,0.0649,0.0649,0
24,5,3,4,75000,0,24,5.0,0.0408,0.0408,0
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
22,4,2,3,15000,7,24,18.0,0.0959,0.09589960001182264,0
11,7,1,4,10000,1,36,12.0,0.0649,0.06484886929470231,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
3,8,3,3,30000,2,60,14.0,0.1,0.09950828381876364,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
17,6,2,4,25000,5,36,18.0,0.0748,0.07475603991707351,0
38,7,0,0,15000,5,12,12.0,0.0605,0.08621166264554041,0
7,9,2,4,15000,5,24,24.0,0.07079645043014725,0.0708,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
11,4,1,1,20000,4,48,8.0,0.0592,0.0592,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
4,5,2,1,25000,6,36,4.0,0.08560000000000001,0.08560000000000001,0
2,5,3,3,25000,5,24,24.0,0.07079645043014725,0.07068986535330025,0
26,5,2,3,15000,5,24,6.0,0.0708,0.0708,0
4,8,2,3,15000,6,24,24.0,0.0834,0.08339183427650015,0
4,8,4,3,15000,7,24,17.0,0.0959,0.09587402986983351,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
5,5,3,4,50000,1,48,1.0,0.0679,0.0679,0
9,7,2,3,25000,7,36,21.0,0.0999,0.09989746051398185,0
12,4,3,3,10000,6,36,12.0,0.0874,0.08739480042944318,0
5,6,2,3,7500,5,3,3.0,0.0605,0.0605,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
55,4,2,4,10000,1,24,24.0,0.0609,0.06089630034631294,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
70,5,2,3,20000,1,36,24.0,0.0649,0.08431271554910039,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
13,7,2,3,20000,0,48,48.0,0.042,0.04494499981125983,0
11,4,1,3,10000,5,12,12.0,0.0605,0.06835651724372131,0
4,8,2,1,20000,6,36,7.0,0.0874,0.0874,0
32,5,2,4,25000,6,36,16.0,0.0874,0.08739736046245503,0
5,6,2,3,10000,5,3,3.0,0.0605,0.0605,0
12,7,4,3,25000,1,36,17.0,0.0649,0.06486183693671113,0
5,7,4,3,30000,1,36,6.0,0.0649,0.0649,0
6,8,2,1,15000,2,36,2.0,0.1,0.09590000000000043,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
5,7,2,1,25000,6,36,3.0,0.08560000000000001,0.08560000000000001,0
5,2,2,3,20000,5,48,10.0,0.07919999999999999,0.07919999999999999,0
20,9,3,4,20000,4,36,25.0,0.0549,0.05739274480816861,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
45,1,3,4,15000,4,18,18.0,0.0457,0.04566817140901207,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
5,5,2,1,25000,5,36,5.0,0.0748,0.0748,0
1,4,1,1,20000,3,36,4.0,0.07,0.07,0
2,8,3,3,20000,6,36,9.0,0.0874,0.0874,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
12,7,2,2,10000,4,24,24.0,0.0509,0.05083721351738599,0
25,5,2,1,30000,0,48,7.0,0.0492,0.0492,0
8,7,2,3,7500,6,24,6.0,0.0834,0.0834,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
6,8,2,3,25000,5,48,6.0,0.07919999999999999,0.07919999999999999,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
12,7,1,4,15000,0,48,3.0,0.0479,0.0479,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
4,7,2,3,15000,7,36,15.0,0.09990000000019456,0.09988492343275568,0
19,7,4,3,40000,1,24,9.0,0.060899999999999996,0.060899999999999996,0
4,4,2,2,15000,4,18,8.0,0.045700000000000005,0.045700000000000005,0
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
4,8,3,3,15000,5,36,5.0,0.0748,0.0748,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
30,4,2,3,15000,6,36,0.0,0.08560000000000001,0.08560000000000001,0
4,7,1,1,10000,7,24,24.0,0.0959,0.0958660339375835,0
31,4,3,4,15000,4,12,12.0,0.0406,0.04059260065837404,0
2,8,1,1,5000,6,36,3.0,0.08560000000000001,0.08560000000000001,0
21,9,3,0,20000,4,48,15.0,0.0592,0.05920000000002197,0
3,7,2,3,15000,6,24,9.0,0.0834,0.0834,0
3,7,4,3,15000,5,36,1.0,0.0731,0.0731,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
9,8,2,1,20000,5,24,23.0,0.0708,0.0708,0
3,7,2,1,10000,1,18,15.0,0.0557,0.055677003281506626,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
12,6,4,3,25000,7,12,12.0,0.0856,0.08558455629356772,0
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
12,7,4,2,25000,5,36,1.0,0.0731,0.0731,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
6,8,2,3,15000,5,36,2.0,0.0731,0.0731,0
12,6,1,2,7000,7,3,3.0,0.08560000000000001,0.08560000000000001,0
3,4,2,3,20000,5,36,12.0,0.0748,0.07475808917831364,0
3,7,1,1,15000,5,48,5.0,0.07919999999999999,0.07919999999999999,0
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
12,7,3,2,15000,5,24,24.0,0.0708,0.0708,0
24,4,0,0,20000,2,144,20.0,0.03,0.03,0
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
5,5,4,3,20000,7,36,11.0,0.0999,0.09986174,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
11,4,3,3,30000,1,48,9.0,0.0692,0.0692,0
20,7,1,3,20000,1,36,9.0,0.0649,0.0649,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
15,4,2,2,25000,5,36,7.0,0.0748,0.0748,0
17,0,2,3,10000,6,24,17.0,0.0834,0.08339999999998768,0
3,0,4,1,25000,1,36,15.0,0.0648851944999995,0.06976342264191099,0
12,7,2,3,15000,5,24,4.0,0.0708,0.0708,0
2,8,1,1,10000,3,36,16.0,0.1,0.1,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
25,8,2,3,25000,1,36,4.0,0.06309999999999999,0.06309999999999999,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
33,0,2,3,20000,4,24,24.0,0.0516,0.06112900008343945,0
8,8,2,4,50000,5,24,9.0,0.0708,0.07079796,0
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
2,0,1,1,15000,3,36,8.0,0.08,0.08,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
4,6,1,1,15000,1,36,2.0,0.06309999999999999,0.06309999999999999,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
2,8,4,3,10000,5,24,10.0,0.0708,0.0708,0
5,8,2,3,10000,6,36,3.0,0.08560000000000001,0.08560000000000001,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
56,0,2,4,20000,1,24,24.0,0.0609,0.06065196439248359,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
16,7,2,3,40000,1,36,9.0,0.0649,0.0649,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
9,5,2,3,10000,5,12,12.0,0.062,0.06200000000005146,0
25,7,4,2,10000,1,24,24.0,0.0609,0.06086042651541278,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
12,7,4,3,25000,5,24,24.0,0.0708,0.08009360949511292,0
6,7,2,3,30000,1,36,9.0,0.0649,0.0649,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
12,5,2,3,20000,5,36,12.0,0.0748,0.07479900044828032,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
3,8,2,3,10000,5,36,1.0,0.0731,0.0731,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
13,8,1,3,15000,5,36,10.0,0.0748,0.0748,0
5,6,2,3,7500,5,3,1.0,0.0605,0.0605,0
29,7,0,0,150000,2,60,0.0,0.04,0.04,0
11,7,3,4,25000,1,36,12.0,0.0649,0.0643692280963267,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
17,7,3,0,20000,4,24,24.0,0.0509,0.05606790295623343,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
8,3,2,3,10000,5,12,12.0,0.0605,0.0906581484597739,0
8,4,2,3,20000,4,36,0.0,0.053099999999999994,0.053099999999999994,0
26,1,4,4,10000,5,48,3.0,0.0779,0.0779,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
6,8,2,3,10000,5,36,2.0,0.0731,0.0731,0
4,5,1,1,12500,6,3,3.0,0.0731,0.0731,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
23,7,3,1,10000,5,36,11.0,0.0748,0.0748,0
5,5,2,3,30000,4,18,11.0,0.045700000000000005,0.045700000000000005,0
15,5,3,4,50000,1,36,3.0,0.06309999999999999,0.06309999999999999,0
7,7,3,3,25000,5,36,22.0,0.0748,0.07846674512446043,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
6,4,3,3,75000,4,48,2.0,0.0579,0.0579,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
16,8,2,3,20000,1,36,12.0,0.0649,0.0648939753724972,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
8,4,2,2,5000,5,12,12.0,0.0605,0.07323605977587094,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
8,7,2,2,25000,1,36,6.0,0.0649,0.0649,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
33,7,2,2,15000,4,18,18.0,0.0457,0.04801818345681605,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
17,7,2,1,25000,1,36,21.0,0.0649,0.07101880668737147,0
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
14,8,2,3,10000,5,36,9.0,0.0748,0.0748,0
19,8,1,3,15000,6,24,22.0,0.0834,0.08338540375902984,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
3,8,2,3,32000,7,36,36.0,0.0997,0.09978951461568074,0
2,9,1,2,25000,3,36,8.0,0.08,0.08,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
3,7,1,1,40000,6,24,20.0,0.0834,0.09910928414523455,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
3,0,2,1,30000,1,48,1.0,0.0679,0.0679,0
29,4,3,0,20000,4,18,18.0,0.0457,0.058312146724097354,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
25,7,2,3,15000,1,36,4.0,0.06309999999999999,0.06309999999999999,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
12,7,2,3,25000,4,48,8.0,0.0592,0.0592,0
5,7,3,4,20000,5,36,8.0,0.0748,0.0748,0
5,8,2,3,8500,7,48,4.0,0.10289999999999999,0.10289999999999999,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
2,4,1,1,5000,7,24,24.0,0.0915,0.08837019188715173,0
8,5,2,1,15000,6,24,24.0,0.0834,0.08879524562336336,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
11,7,4,2,10000,4,36,36.0,0.0554,0.05579959498754492,0
15,4,2,3,14500,6,48,5.0,0.0904,0.0904,0
32,8,2,3,25000,5,36,1.0,0.0731,0.0731,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
10,7,2,4,40000,1,36,11.0,0.0649,0.06481112,0
11,5,2,4,30000,5,36,4.0,0.0748,0.0748,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
10,0,3,0,50000,4,36,1.0,0.053099999999999994,0.053099999999999994,0
3,4,1,2,25000,6,36,26.0,0.0874,0.08735394168883139,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
27,8,2,4,30000,4,24,19.0,0.0509,0.05332379335279937,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
16,4,2,3,15000,7,36,14.0,0.09990000000019456,0.09988552485882309,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
4,8,0,4,75000,5,18,16.0,0.0657,0.06564252560622405,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
7,8,1,1,15000,1,48,2.0,0.0679,0.0679,0
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
7,4,2,3,10000,7,24,13.0,0.0959,0.0958998000059121,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
8,9,1,3,30000,5,36,11.0,0.0748,0.0748,0
4,7,3,1,20000,1,48,9.0,0.0692,0.0692,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
19,1,4,2,10000,6,24,8.0,0.0834,0.0834,0
6,5,2,2,20000,6,36,27.0,0.0874,0.08735499085622093,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
3,5,2,3,25000,5,36,13.0,0.0748,0.07651844196873817,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
38,7,2,3,15000,7,24,24.0,0.0958,0.0958801009788851,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
6,5,3,3,10000,4,18,18.0,0.0457,0.06137652206248413,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
2,5,2,1,10000,3,36,12.0,0.1,0.1,0
2,8,1,2,25000,7,24,22.0,0.0959,0.09588670343011965,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
12,4,0,0,25000,1,24,0.0,0.060899999999999996,0.060899999999999996,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
5,8,1,1,10000,5,36,1.0,0.0731,0.0731,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
7,0,2,1,25000,0,48,4.0,0.0479,0.0479,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
7,7,3,2,25000,5,18,6.0,0.06570000000000001,0.06570000000000001,0
4,7,2,3,20000,5,36,15.0,0.07486817584879389,0.07477141652686176,0
2,8,1,1,20000,2,28,0.0,0.1,0.09589947501547863,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
4,8,1,1,20000,6,36,10.0,0.0874,0.0874,0
9,8,4,4,10000,2,24,24.0,0.07069602351104329,0.07069602351104329,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
14,5,1,1,20000,1,24,23.0,0.0609,0.06086635348734624,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
46,1,3,4,20000,4,18,18.0,0.045700000000000005,0.045654631069086564,0
14,7,2,3,10000,6,24,8.0,0.0834,0.0834,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
9,8,2,3,20000,6,24,23.0,0.0834,0.08335284,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
13,8,2,3,35000,5,36,18.0,0.0748,0.0799,0
30,4,0,0,20000,4,24,19.0,0.0509,0.05178333788850237,0
5,7,2,3,20000,1,36,19.0,0.0649,0.07495917995945593,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
5,7,1,1,15000,5,36,11.0,0.0748,0.0748,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
10,7,3,4,25000,1,24,24.0,0.060899999999999996,0.06410587404179555,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
5,2,2,3,15000,5,36,4.0,0.0731,0.0731,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
11,8,2,4,15000,6,24,15.0,0.0834,0.08339946673047091,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
6,4,1,1,10000,5,36,17.0,0.0748,0.07480000000079788,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
7,1,2,2,10000,5,36,17.0,0.0748,0.07480000000078461,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
6,5,1,4,30000,4,48,11.0,0.0592,0.059180130000000004,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
3,7,4,3,25000,1,36,2.0,0.06309999999999999,0.06309999999999999,0
7,8,2,0,15000,5,24,24.0,0.0708,0.07079476778437246,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
8,4,1,1,5000,5,24,8.0,0.0708,0.0708,0
17,7,4,1,15000,6,36,11.0,0.0874,0.0874,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
17,8,2,3,20000,5,36,2.0,0.0731,0.0731,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
26,7,1,2,10000,6,36,23.0,0.0874,0.08738082013849266,0
4,8,2,1,10000,7,36,36.0,0.0999,0.09989640183529591,0
4,4,1,1,15000,5,36,3.0,0.0731,0.0731,0
7,3,4,0,25000,6,12,12.0,0.0731,0.0731,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
8,8,1,1,30000,5,36,9.0,0.0748,0.0748,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
42,8,3,4,25000,1,24,13.0,0.060899999999999996,0.060856131640807665,0
6,7,2,3,40000,1,36,5.0,0.0649,0.0649,0
6,5,2,3,25000,5,24,24.0,0.0708,0.07077367253590476,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
8,7,1,3,15000,6,36,0.0,0.08560000000000001,0.08560000000000001,0
16,8,2,2,20000,5,36,11.0,0.0748,0.0748,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
9,8,3,4,20000,6,36,19.0,0.0874,0.08738747627581223,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
9,0,2,2,15000,6,36,2.0,0.08560000000000001,0.08560000000000001,0
3,5,1,1,10000,5,24,24.0,0.0708,0.07079999999998692,0
5,7,2,1,15000,5,36,0.0,0.0731,0.0731,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
30,8,0,0,25000,5,24,24.0,0.0708,0.08257069025673598,0
15,7,2,3,10000,4,24,24.0,0.046,0.04846203979081873,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
4,0,2,1,25000,7,36,21.0,0.0998,0.09986535594321662,0
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
3,4,1,1,15000,1,24,24.0,0.0609,0.06074058804101147,0
13,8,2,2,25000,5,36,13.0,0.0748,0.07476067873434446,0
17,8,3,2,20000,1,18,18.0,0.0557,0.055693400885149597,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
3,8,2,3,15000,7,36,15.0,0.09990000000019456,0.09990000000019275,0
14,7,2,3,50000,6,36,7.0,0.0874,0.0874,0
10,2,2,3,10000,7,36,31.0,0.0999,0.09985822054082709,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
